iata,icao,airport_name,location_served
GFE,,grenfell_airport[dapi],grenfell__new_south_wales__australia
GFF,YGTH,griffith_airport,griffith__new_south_wales__australia
GFK,KGFK,grand_forks_international_airport,grand_forks__north_dakota__united_states
GFL,KGFL,floyd_bennett_memorial_airport,glens_falls__new_york__united_states
GFN,YGFN,clarence_valley_regional_airport,grafton__new_south_wales__australia
GFO,SYBT,bartica_airport,bartica__guyana
GFR,LFRF,granville–mont-saint-michel_aerodrome [fr],granville__lower_normandy__france
GFY,FYGF,grootfontein_air_base,grootfontein__namibia
GGB,SWHP,água_boa_airport,água_boa__mato_grosso__brazil
GGC,,lumbala_n'guimbo_airport,lumbala_n'guimbo__angola
GGD,YGDS,gregory_downs_airport,gregory_downs__queensland__australia
GGE,KGGE,georgetown_county_airport,georgetown__south_carolina__united_states
GGF,SNYA,almeirim_airport,almeirim__pará__brazil
GGG,KGGG,east_texas_regional_airport,longview__texas__united_states
GGH,SSCT,gastão_mesquita_airport,cianorte__paraná__brazil
GGJ,SSGY,guaíra_airport,guaíra__paraná__brazil
GGL,,gilgal_airport[dapi],gilgal__colombia
GGM,HKKG,kakamega_airport[dapi],kakamega__kenya
GGN,DIGA,gagnoa_airport,gagnoa__ivory_coast
GGO,DIGL,guiglo_airport,guiglo__ivory_coast
GGR,,garowe_international_airport,garowe__somalia
GGS,SAWR,gobernador_gregores_airport,gobernador_gregores__santa_cruz__argentina
GGT,MYEF,exuma_international_airport,moss_town__great_exuma_island__bahamas
GGW,KGGW,glasgow_airport_(wokal_field),glasgow__montana__united_states
GHA,DAUG,noumérat_–_moufdi_zakaria_airport,ghardaïa__algeria
GHB,MYEM,governor's_harbour_airport,governor's_harbour__eleuthera_island__bahamas
GHC,MYBG,great_harbour_cay_airport,great_harbour_cay__berry_islands__bahamas
GHE,,garachiné_airport,garachiné__panama
GHF,ETEU,giebelstadt_airport,giebelstadt__bavaria__germany
GHK,,gahcho_kue_aerodrome[dapi]_(tc:_cgkdapi),kennedy_lake__northwest_territories__canada
GHM,KGHM,centerville_municipal_airport,centerville__tennessee__united_states
GHN,ZUGH,guanghan_airport,guanghan__sichuan__china
GHS,WALE,west_kutai_melalan_airport,melak__east_kalimantan__indonesia
GHT,HLGT,ghat_airport,ghat__libya
GHU,SAAG,gualeguaychú_airport,gualeguaychú__entre_ríos__argentina
GIB,LXGB,gibraltar_international_airport_(north_front_airport),british_overseas_territory_of_gibraltar
GIC,YBOI,boigu_island_airport,boigu_island__queensland__australia
GID,HBBE,gitega_airport,gitega__burundi
GIF,KGIF,winter_haven's_gilbert_airport,winter_haven__florida__united_states
GIG,SBGL,rio_de_janeiro–galeão_international_airport,rio_de_janeiro__brazil
GII,GUSI,siguiri_airport,siguiri__guinea
GIL,OPGT,gilgit_airport,gilgit__pakistan
GIM,,miele_mimbale_airport,miele_mimbale__gabon
GIR,SKGI,santiago_vila_airport,girardot__colombia
GIS,NZGS,gisborne_airport,gisborne__new_zealand
GIT,,geita_airport,geita__tanzania
GIU,VCCS,sigiriya_airport[dapi],dambulla__sri_lanka
GIY,FAGI,giyani_airport,giyani__south_africa
GIZ,OEGN,jizan_regional_airport_(king_abdullah_bin_abdulaziz_airport),jizan__saudi_arabia
GJA,MHNJ,guanaja_airport,guanaja__honduras
GJL,DAAV,jijel_ferhat_abbas_airport,jijel__algeria
GJM,SBGM,guajará-mirim_airport,guajará-mirim__rondônia__brazil
GJR,BIGJ,gjögur_airport,gjögur__iceland
GJT,KGJT,grand_junction_regional_airport_(walker_field),grand_junction__colorado__united_states
GKA,AYGA,goroka_airport,goroka__papua_new_guinea
GKD,LTFK,gökçeada_airport,gökçeada__turkey
GKE,ETNG,nato_air_base_geilenkirchen,geilenkirchen__north_rhine-westphalia__germany
GKH,VNGK,palungtar_airport,gorkha__nepal
GKK,VRMO,kooddoo_airport[dapi],kooddoo__gaafu_alif_atoll__maldives
GKL,YGKL,great_keppel_island_airport,great_keppel_island__queensland__australia
GKN,PAGK,gulkana_airport,gulkana__alaska__united_states
GKO,,kongo_boumba_airport,kongo_boumba__gabon
GKT,KGKT,gatlinburg–pigeon_forge_airport,sevierville__tennessee__united_states
GLA,EGPF,glasgow_airport,glasgow__scotland__united_kingdom
GLB,,san_carlos_apache_airport[dapi]_(faa:_pdapidapi),globe__arizona__united_states
GLC,,geladi_airport,geladi__ethiopia
GLD,KGLD,goodland_municipal_airport_(renner_field),goodland__kansas__united_states
GLE,KGLE,gainesville_municipal_airport,gainesville__texas__united_states
GLF,MRGF,golfito_airport,golfito__costa_rica
GLG,YGLE,glengyle_airport,glengyle__queensland__australia
GLH,KGLH,mid-delta_regional_airport,greenville__mississippi__united_states
GLI,YGLI,glen_innes_airport,glen_innes__new_south_wales__australia
GLK,HCMR,abdullahi_yusuf_international_airport,galkayo__somalia
GLL,ENKL,gol_airport__klanten,gol__norway
GLM,YGLO,glenormiston_airport,glenormiston__queensland__australia
GLN,,guelmim_airport,guelmim__morocco
GLO,EGBJ,gloucestershire_airport,gloucester_/_cheltenham__england__united_kingdom
GLP,AYUP,gulgubip_airport,gulgubip__papua_new_guinea
GLR,KGLR,gaylord_regional_airport,gaylord__michigan__united_states
GLS,KGLS,scholes_international_airport_at_galveston,galveston__texas__united_states
GLT,YGLA,gladstone_airport,gladstone__queensland__australia
GLU,VQGP,gelephu_airport[dapi],gelephu__bhutan
GLV,PAGL,golovin_airport,golovin__alaska__united_states
GLW,KGLW,glasgow_municipal_airport,glasgow__kentucky__united_states
GLX,WAMA,gamar_malamo_airport,galela__indonesia
GLY,,goldsworthy_airport,goldsworthy__western_australia__australia
GLZ,EHGR,gilze-rijen_air_base,breda__netherlands
GMA,FZFK,gemena_airport,gemena__democratic_republic_of_the_congo
GMB,HAGM,gambela_airport,gambela__ethiopia
GMC,,guerima_airport,guerima__colombia
GMD,GMMB,ben_slimane_airport[dapi],ben_slimane__morocco
GME,UMGG,gomel_airport,gomel__belarus
GMI,AYGT,gasmata_airport,gasmata__papua_new_guinea
GMM,FCOG,gamboma_airport,gamboma__republic_of_the_congo
GMN,NZGM,greymouth_airport,greymouth__new_zealand
GMO,DNGO,gombe_lawanti_international_airport[dapi],gombe__nigeria
GMP,RKSS,gimpo_international_airport,seoul__south_korea
GMQ,ZLGL,golog_maqin_airport[dapi],golog__qinghai__china
GMR,NTGJ,totegegie_airport_(gambier_island_airport),mangareva__gambier_islands__french_polynesia
GMS,SNGM,guimarães_airport,guimarães__maranhão__brazil
GMT,PAGZ,granite_mountain_air_station_(faa:_gsz),granite_mountain__alaska__united_states
GMU,KGMU,greenville_downtown_airport,greenville__south_carolina__united_states
GMV,,monument_valley_airport_(faa:_utdapidapi),monument_valley__utah__united_states
GMZ,GCGM,la_gomera_airport,la_gomera_/_canary_islands__spain
GNA,UMMG,grodno_airport,grodno__belarus
GNB,LFLS,grenoble–isère_airport,grenoble__rhône-alpes__france
GND,TGPY,maurice_bishop_international_airport,st._george's__grenada
GNF,,gansner_field[dapi]_(faa:_dapiodapi),quincy__california__united_states
GNG,KGNG,gooding_municipal_airport,gooding__idaho__united_states
GNI,RCGI,lyudao_airport_(green_island_airport),lyudao_(green_island)__taiwan
GNM,SNGI,guanambi_airport,guanambi__bahia__brazil
GNN,HAGH,ginir_airport,ginir__ethiopia
GNR,SAHR,dr._arturo_umberto_illia_airport,general_roca__río_negro__argentina
GNS,WIMB,binaka_airport,gunungsitoli__indonesia
GNT,KGNT,grants-milan_municipal_airport,grants__new_mexico__united_states
GNU,,goodnews_airport,goodnews_bay__alaska__united_states
GNV,KGNV,gainesville_regional_airport,gainesville__florida__united_states
GNY,LTCS,şanlıurfa_gap_airport,şanlıurfa__turkey
GNZ,FBGZ,ghanzi_airport,ghanzi__botswana
GOA,LIMJ,genoa_cristoforo_colombo_airport,genoa__liguria__italy
GOB,HAGB,robe_airport,goba__ethiopia
GOC,AYGX,gora_airport,gora__papua_new_guinea
GOE,,gonaili_airstrip,gonaili__papua_new_guinea
GOG,FYGB,gobabis_airport,gobabis__namibia
GOH,BGGH,nuuk_airport,nuuk__greenland
GOI,VOGO,goa_international_airport_(dabolim_airport),dabolim__goa__india
GOJ,UWGG,nizhny_novgorod_international_airport_(strigino_airport),nizhny_novgorod__nizhny_novgorod_oblast__russia
GOK,KGOK,guthrie–edmond_regional_airport,guthrie__oklahoma__united_states
GOL,,gold_beach_municipal_airport_(faa:_dapisdapi),gold_beach__oregon__united_states
GOM,FZNA,goma_international_airport,goma__democratic_republic_of_the_congo
GON,KGON,groton–new_london_airport,groton_/_new_london__connecticut__united_states
GOO,YGDI,goondiwindi_airport,goondiwindi__queensland__australia
GOP,VEGK,gorakhpur_airport,gorakhpur__uttar_pradesh__india
GOQ,ZLGM,golmud_airport,golmud__qinghai__china
GOR,HAGR,gore_airport,gore__ethiopia
GOS,,gosford_airport,gosford__new_south_wales__australia
GOT,ESGG,göteborg_landvetter_airport,gothenburg__sweden
GOU,FKKR,garoua_international_airport,garoua__cameroon
GOV,YPGV,gove_airport,nhulunbuy__northern_territory__australia
GOZ,LBGO,gorna_oryahovitsa_airport,gorna_oryahovitsa__bulgaria
GPA,LGRX,araxos_airport,patras__greece
GPB,SBGU,tancredo_thomas_de_faria_airport,guarapuava__paraná__brazil
GPD,YGON,mount_gordon_airport[dapi],mount_gordon_mine__queensland__australia
GPI,SKGP,guapi_airport_(juan_casiano_airport),guapi__colombia
GPL,MRGP,guápiles_airport,guápiles__costa_rica
GPN,YGPT,garden_point_airport,pularumpi__northern_territory__australia
GPO,SAZG,general_pico_airport,general_pico__la_pampa__argentina
GPS,SEGS,seymour_airport,baltra_island__galápagos_islands__ecuador
GPT,KGPT,gulfport–biloxi_international_airport,gulfport_/_biloxi__mississippi__united_states
GPZ,KGPZ,grand_rapids–itasca_county_airport_(gordon_newstrom_field),grand_rapids__minnesota__united_states
GQQ,KGQQ,galion_municipal_airport,galion__ohio__united_states
GRA,,gamarra_airport,gamarra__colombia
GRB,KGRB,austin_straubel_international_airport,green_bay__wisconsin__united_states
GRC,,grand_cess_airport,grand_cess__liberia
GRD,KGRD,greenwood_county_airport,greenwood__south_carolina__united_states
GRE,KGRE,greenville_airport,greenville__illinois__united_states
GRF,KGRF,gray_army_airfield,tacoma__washington__united_states
GRG,OAGZ,gardez_airport,gardez__afghanistan
GRH,,garuahi_airport,garuahi__papua_new_guinea
GRI,KGRI,central_nebraska_regional_airport,grand_island__nebraska__united_states
GRJ,FAGG,george_airport,george__south_africa
GRK,KGRK,killeen–fort_hood_regional_airport_/_robert_gray_army_airfield,fort_hood_/_killeen__texas__united_states
GRL,AYGG,garasa_airport,garasa__papua_new_guinea
GRM,KCKC,grand_marais/cook_county_airport_(faa:_ckc),grand_marais__minnesota__united_states
GRN,KGRN,gordon_municipal_airport,gordon__nebraska__united_states
GRO,LEGE,girona–costa_brava_airport,girona__catalonia__spain
GRP,SWGI,gurupi_airport,gurupi__tocantins__brazil
GRQ,EHGG,groningen_airport_eelde,groningen__netherlands
GRR,KGRR,gerald_r._ford_international_airport,grand_rapids__michigan__united_states
GRS,LIRS,grosseto_airport,grosseto__tuscany__italy
GRT,,gujrat_airport,gujrat__pakistan
GRU,SBGR,são_paulo/guarulhos–governador_andré_franco_montoro_international_airport,são_paulo__brazil
GRV,URMG,grozny_airport,grozny__chechnya__russia
GRW,LPGR,graciosa_airport,graciosa__azores__portugal
GRX,LEGR,federico_garcía_lorca_airport_(granada_jaén_airport),granada__andalusia__spain
GRY,BIGR,grímsey_airport,grímsey__iceland
GRZ,LOWG,graz_airport,graz__austria
GSA,WBKN,long_pasia_airport,long_pasia__sabah__malaysia
GSB,KGSB,seymour_johnson_air_force_base,goldsboro__north_carolina__united_states
GSC,YGSC,gascoyne_junction_airport,gascoyne_junction__western_australia__australia
GSE,ESGP,göteborg_city_airport,gothenburg__sweden
GSH,KGSH,goshen_municipal_airport,goshen__indiana__united_states
GSI,SOGS,grand-santi_airport[dapi],grand-santi__french_guiana
GSJ,MGSJ,san_josé_airport[dapi],puerto_san_josé__guatemala
GSL,,taltheilei_narrows_airport[dapi]_(tc:_cfadapi),taltheilei_narrows__northwest_territories__canada
GSM,OIKQ,dayrestan_airport_(qeshm_international_airport),qeshm__iran
GSN,YMGN,mount_gunson_airport,mount_gunson__south_australia__australia
GSO,KGSO,piedmont_triad_international_airport,greensboro__north_carolina__united_states
GSP,KGSP,greenville–spartanburg_international_airport,greenville_/_spartanburg__south_carolina__united_states
GSQ,HEOW,sharq_al-owainat_airport,sharq_al-owainat__egypt
GSR,HCMG,qardho_airport,qardho__somalia
GSS,,sabi_sabi_airport,sabie__south_africa
GST,PAGS,gustavus_airport,gustavus__alaska__united_states
GSU,HSGF,azaza_airport,gedaref__sudan
GSV,,saratov_gagarin_airport,saratov__saratov_oblast__russia
GTA,AGOK,gatokae_aerodrome,gatokae__solomon_islands
GTE,YGTE,groote_eylandt_airport,groote_eylandt__northern_territory__australia
GTF,KGTF,great_falls_international_airport,great_falls__montana__united_states
GTG,KGTG,grantsburg_municipal_airport,grantsburg__wisconsin__united_states
GTI,EDCG,rügen_airport_(güttin_airfield),güttin__mecklenburg-vorpommern__germany
GTN,NZGT,glentanner_aerodrome,mount_cook__new_zealand
GTO,WAMG,jalaluddin_airport,gorontalo__indonesia
GTP,,grants_pass_airport[dapi]_(faa:_dapisdapi),grants_pass__oregon__united_states
GTR,KGTR,golden_triangle_regional_airport,columbus_/_west_point_/_starkville__mississippi__united_states
GTS,YTGT,the_granites_airport,the_granites__northern_territory__australia
GTT,YGTN,georgetown_airport,georgetown__queensland__australia
GTW,LKHO,holešov_airport,zlín__czech_republic
GTY,,gettysburg_regional_airport_(faa:_wdapidapi),gettysburg__pennsylvania__united_states
GTZ,,kirawira_b_airstrip[dapi],grumeti__tanzania
GUA,MGGT,la_aurora_international_airport,guatemala_city__guatemala
GUB,MMGR,guerrero_negro_airport,guerrero_negro__baja_california_sur_dapi_mexico
GUC,KGUC,gunnison–crested_butte_regional_airport,gunnison__colorado__united_states
GUD,GAGM,goundam_airport,goundam__mali
GUE,,guriaso_airport,guriaso__papua_new_guinea
GUF,KJKA,jack_edwards_airport_(faa:_jka),gulf_shores__alabama__united_states
GUG,AYGF,guari_airport,guari__papua_new_guinea
GUH,YGDH,gunnedah_airport,gunnedah__new_south_wales__australia
GUI,SVGI,güiria_airport,güiria__venezuela
GUJ,SBGW,guaratinguetá_airport,guaratinguetá__são_paulo__brazil
GUL,YGLB,goulburn_airport,goulburn__new_south_wales__australia
GUM,PGUM,antonio_b._won_pat_international_airport_(guam_int'l),hagåtña__guam
GUP,KGUP,gallup_municipal_airport,gallup__new_mexico__united_states
GUQ,SVGU,guanare_airport,guanare__venezuela
GUR,AYGN,gurney_airport,alotau__papua_new_guinea
GUS,KGUS,grissom_air_reserve_base,peru__indiana__united_states
GUT,ETUO,raf_gütersloh,gütersloh__north_rhine-westphalia__germany
GUU,BIGF,grundarfjörður_airport,grundarfjörður__iceland
GUV,AYML,mougulu_airport,mougulu__papua_new_guinea
GUW,UATG,atyrau_airport,atyrau__kazakhstan
GUX,VAGN,guna_airport,guna__madhya_pradesh__india
GUY,KGUY,guymon_municipal_airport,guymon__oklahoma__united_states
GUZ,SNGA,guarapari_airport,guarapari__espírito_santo__brazil
GVA,LSGG,geneva_airport,geneva__switzerland
GVE,KGVE,gordonsville_municipal_airport,gordonsville__virginia__united_states
GVI,AYGV,green_river_airport,green_river__papua_new_guinea
GVL,KGVL,lee_gilmer_memorial_airport,gainesville__georgia__united_states
GVN,UHKM,sovetskaya_gavan_airport[dapi],sovetskaya_gavan__khabarovsk_krai__russia
GVP,YGNV,greenvale_airport,greenvale__queensland__australia
GVR,SBGV,coronel_altino_machado_de_oliveira_airport,governador_valadares__minas_gerais__brazil
GVT,KGVT,majors_airport,greenville__texas__united_states
GVX,ESSK,gävle-sandviken_airport,gävle__sweden
GWA,VYGW,gwa_airport,gwa__myanmar
GWD,OPGD,gwadar_international_airport,gwadar__pakistan
GWE,FVTL,thornhill_air_base,gweru__zimbabwe
GWL,VIGR,rajmata_vijaya_raje_scindia_airport_(gwalior_airport),gwalior__madhya_pradesh__india
GWN,,gnarowein_airport,gnarowein__papua_new_guinea
GWO,KGWO,greenwood–leflore_airport,greenwood__mississippi__united_states
GWS,KGWS,glenwood_springs_municipal_airport,glenwood_springs__colorado__united_states
GWT,EDXW,sylt_airport_(westerland_airport),sylt__schleswig-holstein__germany
GWV,,glendale_fokker_field_(faa:_wvdapidapi),glen_dale__west_virginia__united_states
GWY,EICM,galway_airport,galway__ireland
GXA,WAOM,beringin_airport,north_barito__central_kalimantan__indonesia
GXF,OYSY,sayun_airport,sayun__yemen
GXG,FNNG,negage_airport,negage__angola
GXH,ZLXH,gannan_xiahe_airport,xiahe__gansu__china
GXQ,SCCY,teniente_vidal_airfield,coyhaique__chile
GXX,FKKJ,yagoua_airport,yagoua__cameroon
GXY,KGXY,greeley–weld_county_airport,greeley__colorado__united_states
GYA,SLGY,guayaramerín_airport,guayaramerín__bolivia
GYD,UBBB,heydar_aliyev_international_airport,baku__azerbaijan
GYE,SEGU,josé_joaquín_de_olmedo_international_airport,guayaquil__ecuador
GYG,UEMM,magan_airport,magan__yakutia__russia
GYI,HRYG,gisenyi_airport,gisenyi__rwanda
GYL,YARG,argyle_airport,argyle__western_australia__australia
GYM,MMGM,general_josé_maría_yáñez_international_airport,guaymas__sonora__mexico
GYN,SBGO,santa_genoveva_airport,goiânia__goiás__brazil
GYP,YGYM,gympie_airport,gympie__queensland__australia
GYR,KGYR,phoenix_goodyear_airport,goodyear__arizona__united_states
GYS,ZUGU,guangyuan_panlong_airport,guangyuan__sichuan__china
GYU,ZLGY,guyuan_liupanshan_airport[dapi],guyuan__ningxia__china
GZA,LVGZ,yasser_arafat_international_airport,gaza__palestine
GZG,ZUGZ,garze_gesar_airport,garzê_county__sichuan__china
GZI,OAGN,ghazni_airport,ghazni__afghanistan
GZO,AGGN,nusatupe_airport,gizo__western_province__solomon_islands
GZP,LTFG,gazipaşa–alanya_airport[dapi],gazipaşa__turkey
GZT,LTAJ,gaziantep_oğuzeli_international_airport,gaziantep__turkey
GZW,OIIK,qazvin_airport[dapi],qazvin__iran
