iata,icao,airport_name,location_served
KER,OIKK,kerman_airport,kerman__iran
KES,CZEE,kelsey_airport,kelsey__manitoba__canada
KET,VYKG,kengtung_airport,kengtung__myanmar
KEU,HKKE,keekorok_airport[dapi],keekorok__kenya
KEV,EFHA,halli_airport,kuorevesi__finland
KEW,,keewaywin_airport_(tc_lid:_cpvdapi),keewaywin__ontario__canada
KEX,AYNB,kanabea_airport,kanabea__papua_new_guinea
KEY,HKKR,kericho_airport,kericho__kenya
KEZ,,kelani_river-peliyagoda_waterdrome[dapi],colombo__sri_lanka
KFA,GQNF,kiffa_airport,kiffa__mauritania
KFE,YFDF,fortescue_dave_forrest_airport,cloudbreak__western_australia__australia
KFG,YKKG,kalkgurung_airport,kalkarindji__northern_territory__australia
KFM,,kirby_lake_airport,wood_buffalo__alberta__canada
KFP,PAKF,false_pass_airport,false_pass__alaska__united_states
KFS,LTAL,kastamonu_airport,kastamonu__turkey
KFZ,LAKU,kukës_international_airport,kukës__albania
KGA,FZUA,kananga_airport,kananga__democratic_republic_of_the_congo
KGB,AYOE,konge_airport,konge__papua_new_guinea
KGC,YKSC,kingscote_airport,cygnet_river__south_australia__australia
KGD,UMKK,khrabrovo_airport,kaliningrad__kaliningrad_oblast__russia
KGE,AGKG,kaghau_airport,kaghau_island__solomon_islands
KGF,UAKK,sary-arka_airport,karaganda__kazakhstan
KGG,GOTK,kédougou_airport,kédougou__senegal
KGH,AYJO,yongai_airport,yongai__papua_new_guinea
KGI,YPKG,kalgoorlie-boulder_airport,kalgoorlie__western_australia__australia
KGJ,FWKA,karonga_airport,karonga__malawi
KGK,PAJZ,koliganek_airport_(faa:_jzz),koliganek__alaska__united_states
KGL,HRYR,kigali_international_airport_(kanombe_airport),kigali__rwanda
KGM,,kungim_airport[dapi],kungim__papua_new_guinea
KGN,FZOK,kasongo_lunda_airport,kasongo_lunda__democratic_republic_of_the_congo
KGO,UKKG,kirovohrad_airport,kropyvnytskyi__ukraine
KGP,USRK,kogalym_international_airport,kogalym__khanty-mansi_autonomous_okrug__russia
KGR,,kulgera_airport,kulgera__northern_territory__australia
KGS,LGKO,kos_island_international_airport,kos__greece
KGT,ZUKD,kangding_airport[dapi],kangding__sichuan__china
KGU,WBKG,keningau_airport,keningau__sabah__malaysia
KGW,AYKQ,kagi_airport,kagi__papua_new_guinea
KGX,PAGX,grayling_airport,grayling__alaska__united_states
KGY,YKRY,kingaroy_airport,kingaroy__queensland__australia
KGZ,,glacier_creek_airport,glacier_creek__alaska__united_states
KHA,OITH,khaneh_airport_(piranshahr_airport),piranshahr_(khaneh)__iran
KHC,UKFK,kerch_airport_(voykovo_airport),kerch__ukraine
KHD,OICK,khorramabad_airport,khorramabad__iran
KHE,UKOH,kherson_international_airport,kherson__ukraine
KHG,ZWSH,kashgar_airport_(kashi_airport),kashgar__xinjiang__china
KHH,RCKH,kaohsiung_international_airport,kaohsiung__taiwan
KHI,OPKC,jinnah_international_airport,karachi__pakistan
KHJ,EFKJ,kauhajoki_airfield,kauhajoki__finland
KHK,OIBQ,kharg_airport,kharg_island__iran
KHM,VYKI,khamti_airport,khamti__myanmar
KHN,ZSCN,nanchang_changbei_international_airport,nanchang__jiangxi__china
KHO,,khoka_moya_airport,manyeleti__south_africa
KHR,ZMHH,kharkhorin_airport,kharkhorin__mongolia
KHS,OOKB,khasab_airport,khasab__oman
KHT,OAKS,khost_airfield,khost__afghanistan
KHU,,kremenchuk_airport,kremenchuk__ukraine
KHV,UHHH,khabarovsk_novy_airport,khabarovsk__khabarovsk_krai__russia
KHW,FBKR,khwai_river_airport,khwai_river_lodge__botswana
KHX,,kihihi_airstrip[dapi],kihihi__uganda
KHY,OITK,khoy_airport[dapi],khoy__iran
KHZ,NTKA,kauehi_aerodrome,kauehi__tuamotus__french_polynesia
KIA,,kaiapit_airport,kaiapit__papua_new_guinea
KIB,,ivanof_bay_seaplane_base,ivanof_bay__alaska__united_states
KIC,KKIC,mesa_del_rey_airport,king_city__california__united_states
KID,ESMK,kristianstad_airport,kristianstad__sweden
KIE,AYIQ,aropa_airport,kieta__papua_new_guinea
KIF,,kingfisher_lake_airport,kingfisher_lake__ontario__canada
KIG,,koingnaas_airport,koingnaas__south_africa
KIH,OIBK,kish_international_airport,kish_island__iran
KII,AYLI,kibuli_airport,kibuli__papua_new_guinea
KIJ,RJSN,niigata_airport,niigata__honshu__japan
KIK,ORKK,kirkuk_airport,kirkuk__iraq
KIL,,kilwa_airport,kilwa__democratic_republic_of_the_congo
KIM,FAKM,kimberley_airport,kimberley__south_africa
KIN,MKJP,norman_manley_international_airport,kingston__jamaica
KIO,,kili_airport_(faa:_qdapidapi),kili_island__marshall_islands
KIP,KCWC,kickapoo_downtown_airport_(faa:_cwc),wichita_falls__texas__united_states
KIQ,AYRA,kira_airport,kira__papua_new_guinea
KIR,EIKY,kerry_airport_(farranfore_airport),kerry__ireland
KIS,HKKI,kisumu_international_airport,kisumu__kenya
KIT,LGKC,kithira_island_national_airport,kythira__greece
KIU,,kiunga_airport,kiunga__kenya
KIV,LUKK,chișinău_international_airport,chișinău__moldova
KIW,FLSO,southdowns_airport,kitwe__zambia
KIX,RJBB,kansai_international_airport,osaka__honshu__japan
KIY,HTKI,kilwa_masoko_airport,kilwa_masoko__tanzania
KIZ,,kikinonda_airport,kikinonda__papua_new_guinea
KJA,UNKL,yemelyanovo_international_airport,krasnoyarsk__krasnoyarsk_krai__russia
KJH,,kaili_huangping_airport,kaili__guizhou__china
KJI,ZWKN,kanas_airport,burqin__xinjiang__china
KJK,EBKT,kortrijk–wevelgem_international_airport,kortrijk__belgium
KJP,ROKR,kerama_airport,fukaji_island__kerama_islands__japan
KJT,WICA,kertajati_international_airport,majalengka__west_java__indonesia
KJU,,kamiraba_airport,kamiraba__papua_new_guinea
KJX,,blangpidie_airport,blangpidie__southwest_aceh_regency__indonesia
KKA,PAKK,koyuk_alfred_adams_airport,koyuk__alaska__united_states
KKB,,kitoi_bay_seaplane_base,kitoi_bay__alaska__united_states
KKC,VTUK,khon_kaen_airport,khon_kaen__thailand
KKD,AYKO,kokoda_airport,kokoda__papua_new_guinea
KKE,NZKK,kerikeri_airport_(bay_of_islands_airport),kerikeri__new_zealand
KKG,,konawaruk_airport,konawaruk__guyana
KKH,PADY,kongiganak_airport_(faa:_duy),kongiganak__alaska__united_states
KKI,,akiachak_airport_(faa:_zdapidapi),akiachak__alaska__united_states
KKJ,RJFR,kitakyushu_airport,kitakyushu__kyushu__japan
KKK,,kalakaket_creek_air_station_(faa:_dapikc),kalakaket_creek__alaska__united_states:_google_earth_view
KKL,,karluk_lake_seaplane_base,karluk_lake__alaska__united_states
KKM,VTBL,khok_kathiam_air_force_base,lopburi__thailand
KKN,ENKR,kirkenes_airport__høybuktmoen,kirkenes__norway
KKO,NZKO,kaikohe_aerodrome,kaikohe__new_zealand
KKP,YKLB,koolburra_airport,koolburra__queensland__australia
KKQ,USDP,krasnoselkup_airport[dapi],krasnoselkup__yamalo-nenets_autonomous_okrug__russia
KKR,NTGK,kaukura_airport,kaukura_atoll__tuamotus__french_polynesia
KKS,OIFK,kashan_airport,kashan__isfahan__iran
KKT,,kentland_municipal_airport_(faa:_dapidapii),kentland__indiana__united_states
KKU,,ekuk_airport,ekuk__alaska__united_states
KKW,FZCA,kikwit_airport,kikwit__democratic_republic_of_the_congo
KKX,RJKI,kikai_airport_(kikaiga_shima_airport),kikai__satsunan_islands__japan
KKY,EIKK,kilkenny_airport,kilkenny__ireland
KKZ,VDKK,koh_kong_airport,koh_kong__cambodia
KLB,FLKL,kalabo_airport,kalabo__zambia
KLC,GOOK,kaolack_airport,kaolack__senegal
KLD,UUEM,migalovo_air_base,tver__tver_oblast__russia
KLE,FKKH,kaélé_airport,kaélé__cameroon
KLF,UUBC,grabtsevo_airport,kaluga__kaluga_oblast__russia
KLG,PALG,kalskag_airport,kalskag__alaska__united_states
KLH,VAKP,kolhapur_airport,kolhapur__maharashtra__india
KLI,FZFP,kotakoli_air_base,kotakoli__democratic_republic_of_the_congo
KLK,HKFG,kalokol_airport_(fergusons_gulf_airport),kalokol__kenya
KLL,,levelock_airport_(faa:_dapizdapi),levelock__alaska__united_states
KLM,OINE,kalaleh_airport[dapi],kalaleh__iran
KLN,PALB,larsen_bay_airport_(faa:_dapiadapi),larsen_bay__alaska__united_states
KLO,RPVK,kalibo_international_airport,kalibo__philippines
KLQ,WIPV,keluang_airport,keluang__indonesia
KLR,ESMQ,kalmar_airport,kalmar__sweden
KLS,KKLS,southwest_washington_regional_airport,kelso__washington__united_states
KLU,LOWK,klagenfurt_airport,klagenfurt__austria
KLV,LKKV,karlovy_vary_airport,karlovy_vary__czech_republic
KLW,PAKW,klawock_airport_(faa:_akw),klawock__alaska__united_states
KLX,LGKL,kalamata_international_airport,kalamata__greece
KLY,FZOD,kamisuku_airport[dapi],kalima__democratic_republic_of_the_congo
KLZ,FAKZ,kleinzee_airport,kleinzee__south_africa
KMA,AYKM,kerema_airport,kerema__papua_new_guinea
KMB,,koinambe_airport,koinambe__papua_new_guinea
KMC,OEKK,king_khaled_military_city_airport,king_khalid_military_city__saudi_arabia
KME,HRZA,kamembe_airport,cyangugu__rwanda
KMF,AYKD,kamina_airport,kamina__papua_new_guinea
KMG,ZPPP,kunming_changshui_international_airport,kunming__yunnan__china
KMH,FAKU,johan_pienaar_airport,kuruman__south_africa
KMI,RJFM,miyazaki_airport,miyazaki__kyushu__japan
KMJ,RJFT,kumamoto_airport,mashiki__kyushu__japan
KMK,FCPA,makabana_airport,makabana__republic_of_the_congo
KML,YKML,kamileroi_airport,kamileroi__queensland__australia
KMM,,kimam_airport,kimam__indonesia
KMN,FZSB,kamina_airport[dapi]_(kamina_ville_airport),kamina__democratic_republic_of_the_congo
KMO,PAMB,manokotak_airport_(faa:_mba),manokotak__alaska__united_states
KMP,FYKT,keetmanshoop_airport,keetmanshoop__namibia
KMQ,RJNK,komatsu_airport_(kanazawa_airport),komatsu__honshu__japan
KMR,AYRI,karimui_airport,karimui__papua_new_guinea
KMS,DGSI,kumasi_airport,kumasi__ghana
KMT,,kampot_airport,kampot__cambodia
KMU,HCMK,kismayo_airport_(kisimayu_airport),kismayo__somalia
KMV,VYKL,kalaymyo_airport_(kalemyo_airport),kalaymyo__myanmar
KMW,UUBA,kostroma_airport,kostroma__kostroma_oblast__russia
KMX,OEKM,king_khalid_air_base,khamis_mushait__saudi_arabia
KMY,,moser_bay_seaplane_base,moser_bay__alaska__united_states
KMZ,FLKO,kaoma_airport,kaoma__zambia
KNA,SCVM,viña_del_mar_airport,viña_del_mar__chile
KNB,KKNB,kanab_municipal_airport,kanab__utah__united_states
KND,FZOA,kindu_airport,kindu__democratic_republic_of_the_congo
KNE,AYKJ,kanainj_airport,kanainj__papua_new_guinea
KNF,EGYM,raf_marham,king's_lynn__england__united_kingdom
KNG,WASK,kaimana_airport,kaimana__indonesia
KNH,RCBS,kinmen_airport_(shang_yi_airport),kinmen__taiwan
KNI,YKNG,katanning_airport,katanning__western_australia__australia
KNJ,FCBK,kindamba_airport,kindamba__republic_of_the_congo
KNK,PFKK,kokhanok_airport_(faa:_dapikdapi),kokhanok__alaska__united_states
KNL,,kelanoa_airport,kelanoa__papua_new_guinea
KNM,FZTK,kaniama_airport,kaniama__democratic_republic_of_the_congo
KNN,GUXN,kankan_airport_(diankana_airport),kankan__guinea
KNO,WIMM,kualanamu_international_airport,medan__indonesia
KNP,FNCP,kapanda_airport,capanda__angola
KNQ,NWWD,koné_airport,koné__new_caledonia
KNR,OIBJ,jam_airport,kangan__iran
KNS,YKII,king_island_airport,king_island__tasmania__australia
KNT,KTKX,kennett_memorial_airport_(faa:_tkx),kennett__missouri__united_states
KNU,VIKA,kanpur_airport_(chakeri_air_force_station),kanpur__uttar_pradesh__india
KNW,PANW,new_stuyahok_airport,new_stuyahok__alaska__united_states
KNX,YPKU,east_kimberley_regional_airport,kununurra__western_australia__australia
KNZ,GAKA,kéniéba_airport,kéniéba__mali
KOA,PHKO,kona_international_airport_at_keāhole,kailua_/_kona__hawaii__united_states
KOC,NWWK,koumac_airport,koumac__new_caledonia
KOD,,kotabangun_airport,kotabangun__indonesia
KOE,WATT,el_tari_airport,kupang__indonesia
KOF,FAKP,komatipoort_airport,komatipoort__south_africa
KOG,VLKG,khong_island_airport,khong__laos
KOH,YKLA,koolatah_airport,koolatah__queensland__australia
KOI,EGPA,kirkwall_airport,kirkwall__scotland__united_kingdom
KOJ,RJFK,kagoshima_airport,kagoshima__kyushu__japan
KOK,EFKK,kokkola-pietarsaari_airport,kokkola_/_jakobstad__finland
KOL,,koumala_airport,koumala__central_african_republic
KOM,,komo-manda_airport,komo-manda__papua_new_guinea
KON,,kontum_airport,kon_tum__vietnam
KOO,FZRQ,kongolo_airport,kongolo__democratic_republic_of_the_congo
KOP,VTUW,nakhon_phanom_airport,nakhon_phanom__thailand
KOQ,EDCK,köthen_airport,köthen__saxony-anhalt__germany
KOR,AYRO,kakoro_airport,kakoro__papua_new_guinea
KOS,VDSV,sihanoukville_international_airport_(kaong_kang_airport),sihanoukville__cambodia
KOT,PFKO,kotlik_airport_(faa:_dapiadapi),kotlik__alaska__united_states
KOU,FOGK,koulamoutou_airport,koulamoutou__gabon
KOV,UACK,kokshetau_airport,kokshetau__kazakhstan
KOW,ZSGZ,ganzhou_huangjin_airport,ganzhou__jiangxi__china
KOX,WABN,kokonao_airport,kokonao__indonesia
KOY,,olga_bay_seaplane_base,olga_bay__alaska__united_states
KOZ,,ouzinkie_airport_(faa:_dapikdapi),ouzinkie__alaska__united_states
KPA,AYKG,kopiago_airport,kopiago__papua_new_guinea
KPB,,point_baker_seaplane_base,point_baker__alaska__united_states
KPC,PAPC,port_clarence_coast_guard_station,port_clarence__alaska__united_states
KPE,AYYP,yapsiei_airport,yapsiei__papua_new_guinea
KPF,AYDL,kondubol_airport,kondubol__papua_new_guinea
KPG,,kurupung_airport,kurupung__guyana
KPI,WBGP,kapit_airport,kapit__sarawak__malaysia
KPL,,kapal_airport,kapal__papua_new_guinea
KPM,AYAQ,kompiam_airport,kompiam__papua_new_guinea
KPN,PAKI,kipnuk_airport_(faa:_iik),kipnuk__alaska__united_states
KPO,RKTH,pohang_airport,pohang__south_korea
KPP,YKPR,kalpowar_airport,kalpowar__queensland__australia
KPR,,port_williams_seaplane_base,port_williams__alaska__united_states
KPS,YKMP,kempsey_airport,kempsey__new_south_wales__australia
KPT,,jackpot_airport_(hayden_field)_(faa:_dapidapiu),jackpot__nevada__united_states
KPV,PAPE,perryville_airport_(faa:_pev),perryville__alaska__united_states
KPW,UHMK,keperveyem_airport[dapi],keperveyem__chukotka__russia
KPY,,port_bailey_seaplane_base,port_bailey__alaska__united_states
KQA,PAUT,akutan_airport,akutan__alaska__united_states
KQH,VIKG,ajmer_kishangarh_airport,kishangarh__rajasthan__india
KQL,AYOL,kol_airport,kol__papua_new_guinea
KQR,YKAR,karara_airport[dapi],karara__western_australia__australia
KQT,UTDT,qurghonteppa_international_airport[dapi],qurghonteppa__tajikistan
KRA,YKER,kerang_airport,kerang__victoria__australia
KRB,YKMB,karumba_airport,karumba__queensland__australia
KRC,WIPH,depati_parbo_airport,kerinci__indonesia
KRD,,kurundi_airport,kurundi_station__northern_territory__australia
KRE,HBBO,kirundo_airport,kirundo__burundi
KRF,ESNK,höga_kusten_airport_(kramfors-sollefteå_airport),kramfors_/_sollefteå__sweden
KRG,SYKS,karasabai_airport,karasabai__guyana
KRI,AYKK,kikori_airport,kikori__papua_new_guinea
KRJ,AYQA,karawari_airport,karawari__papua_new_guinea
KRK,EPKK,john_paul_ii_international_airport_kraków–balice,kraków__poland
KRL,ZWKL,korla_airport,korla__xinjiang__china
KRM,SYKR,karanambo_airport,karanambo__guyana
KRN,ESNQ,kiruna_airport,kiruna__sweden
KRO,USUU,kurgan_airport,kurgan__kurgan_oblast__russia
KRP,EKKA,karup_airport,karup__denmark
KRQ,UKCK,kramatorsk_airport,kramatorsk__ukraine
KRR,URKK,krasnodar_international_airport_(pashkovsky_airport),krasnodar__krasnodar_krai__russia
KRS,ENCN,kristiansand_airport__kjevik,kristiansand__norway
KRT,HSSS,khartoum_international_airport,khartoum__sudan
KRU,AYEA,kerau_airport,kerau__papua_new_guinea
KRV,,kimwarer_airport_(kerio_valley_airport),kimwarer__kenya
KRW,UTAK,turkmenbashi_international_airport,türkmenbaşy__turkmenistan
KRX,AYKR,karkar_airport,karkar_island__papua_new_guinea
KRY,ZWKM,karamay_airport,karamay__xinjiang__china
KRZ,FZBT,basango_mboliasa_airport,kiri__democratic_republic_of_the_congo
KSA,PTSA,kosrae_international_airport_(faa:_ttk),kosrae__federated_states_of_micronesia
KSB,AYNM,kasanombe_airport,kasanombe__papua_new_guinea
KSC,LZKZ,košice_international_airport,košice__slovakia
KSD,ESOK,karlstad_airport,karlstad__sweden
KSE,HUKS,kasese_airport,kasese__uganda
KSF,EDVK,kassel_airport,kassel__hesse__germany
KSG,,kisengam_airport,kisengam__papua_new_guinea
KSH,OICC,shahid_ashrafi_esfahani_airport_(kermanshah_airport),kermanshah__iran
KSI,GUKU,kissidougou_airport,kissidougou__guinea
KSJ,LGKS,kasos_island_public_airport,kasos_island__greece
KSK,ESKK,karlskoga_airport,karlskoga__sweden
KSL,HSKA,kassala_airport,kassala__sudan
KSM,PASM,st._mary's_airport,st._mary's__alaska__united_states
KSN,UAUU,kostanay_airport,kostanay__kazakhstan
KSO,LGKA,kastoria_national_airport_(aristotelis_airport),kastoria__greece
KSP,AYOP,kosipe_airport,kosipe__papua_new_guinea
KSQ,UTSL,karshi_airport,karshi__uzbekistan
KSR,WAWH,h._aroeppala_airport,selayar_islands__sulawesi__indonesia
KSS,GASK,sikasso_airport,sikasso__mali
KST,HSKI,rabak_airport,kosti__sudan
KSU,ENKB,kristiansund_airport__kvernberget,kristiansund__norway
KSV,YSPV,springvale_airport,springvale__queensland__australia
KSW,LLKS,kiryat_shmona_airport,kiryat_shmona__israel
KSX,AYYR,yasuru_airport,yasuru__papua_new_guinea
KSY,LTCF,kars_harakani_airport,kars__turkey
KSZ,ULKK,kotlas_airport,kotlas__arkhangelsk_oblast__russia
KTA,YPKA,karratha_airport,karratha__western_australia__australia
KTB,,thorne_bay_seaplane_base,thorne_bay__alaska__united_states
KTC,,katiola_airport,katiola__ivory_coast
KTD,RORK,kitadaito_airport,kitadaito__daitō_islands__japan
KTE,WMKE,kerteh_airport,kerteh__terengganu__malaysia
KTF,NZTK,takaka_aerodrome,takaka__new_zealand
KTG,WIOK,rahadi_osman_airport_(ketapang_airport),ketapang__indonesia
KTH,,tikchik_lodge_seaplane_base_(faa:_akdapidapi),tikchik__alaska__united_states
KTI,VDKT,kratié_airport,kratié__cambodia
KTJ,,kichwa_tembo_airport[dapi],kichwa_tembo__kenya
KTK,,kunua_airport,kunua__papua_new_guinea
KTL,HKKT,kitale_airport,kitale__kenya
KTM,VNKT,tribhuvan_international_airport,kathmandu__nepal
KTN,PAKT,ketchikan_international_airport,ketchikan__alaska__united_states
KTO,SYKT,kato_airport,kato__guyana
KTP,MKTP,tinson_pen_aerodrome,kingston__jamaica
KTQ,EFIT,kitee_airfield,kitee__finland
KTR,YPTN,raaf_base_tindal,katherine__northern_territory__australia
KTS,PFKT,brevig_mission_airport,brevig_mission__alaska__united_states
KTT,EFKT,kittilä_airport,kittilä__finland
KTU,VIKO,kota_airport,kota__rajasthan__india
KTV,SVKM,kamarata_airport,kamarata__venezuela
KTW,EPKT,katowice_international_airport,katowice__poland
KTX,GAKO,koutiala_airport,koutiala__mali
KTY,VCCN,katukurunda_airport[dapi],kalutara__sri_lanka
KUA,WMKD,sultan_haji_ahmad_shah_airport_(rmaf_kuantan),kuantan__pahang__malaysia
KUC,NGKT,kuria_airport,kuria__kiribati
KUD,WBKT,kudat_airport,kudat__sabah__malaysia
KUE,AGKU,kukundu_airport,kolombangara__western_province__solomon_islands
KUF,UWWW,kurumoch_international_airport,samara__samara_oblast__russia
KUG,YKUB,kubin_airport,moa_island__queensland__australia
KUH,RJCK,kushiro_airport,kushiro__hokkaido__japan
KUK,PFKA,kasigluk_airport_(faa:_zdapidapi),kasigluk__alaska__united_states
KUL,WMKK,kuala_lumpur_international_airport,kuala_lumpur_dapi_malaysia
KUM,RJFC,yakushima_airport,yakushima__ōsumi_islands__japan
KUN,EYKA,kaunas_international_airport,kaunas__lithuania
KUO,EFKU,kuopio_airport,kuopio__finland
KUP,,kupiano_airport,kupiano__papua_new_guinea
KUQ,AYKU,kuri_airport,kuri__papua_new_guinea
KUR,OARZ,razer_airport,koran_va_monjan_(kiran_wa_munjan)__afghanistan
KUS,BGKK,kulusuk_airport,kulusuk__greenland
KUT,UGKO,david_the_builder_kutaisi_international_airport,kutaisi__georgia
