iata,icao,airport_name,location_served
WMB,YWBL,warrnambool_airport,warrnambool__victoria__australia
WMC,KWMC,winnemucca_municipal_airport,winnemucca__nevada__united_states
WMD,FMSC,mandabe_airport[dapi],mandabe__madagascar
WME,YMNE,mount_keith_airport,mount_keith__western_australia__australia
WMH,KBPK,ozark_regional_airport_(faa:_bpk),mountain_home__arkansas__united_states
WMI,EPMO,warsaw_modlin_airport,warsaw__poland
WMK,,meyers_chuck_seaplane_base_(faa:_dapidapik),meyers_chuck__alaska__united_states
WML,FMMC,malaimbandy_airport,malaimbandy__madagascar
WMN,FMNR,maroantsetra_airport[dapi],maroantsetra__madagascar
WMO,PAWM,white_mountain_airport,white_mountain__alaska__united_states
WMP,FMNP,mampikony_airport[dapi],mampikony__madagascar
WMR,FMNC,mananara_nord_airport[dapi],mananara_nord_(mananara_avaratra)__madagascar
WMT,ZUMT,zunyi_maotai_airport[dapi],renhuai__china
WMV,,madirovalo_airport[dapi],madirovalo__madagascar
WMX,WAVV,wamena_airport[dapi],wamena__indonesia
WNA,PANA,napakiak_airport,napakiak__alaska__united_states
WND,,windarra_airport[dapi],windarra__western_australia__australia
WNE,,wora_na_yeno_airport[dapi],wora_na_yeno__gabon
WNH,ZPWS,wenshan_puzhehei_airport,wenshan__yunnan__china
WNI,WAWD,matahora_airport,wangi-wangi_island__southeast_sulawesi__indonesia
WNN,,wunnummin_lake_airport[dapi]_(tc:_ckldapi),wunnumin_lake__ontario__canada
WNP,RPUN,naga_airport,naga__philippines
WNR,YWDH,windorah_airport[dapi],windorah__queensland__australia
WNS,OPNH,nawabshah_airport[dapi],nawabshah_(shaheed_benazirabad)__pakistan
WNU,,wanuma_airport[dapi],wanuma__papua_new_guinea
WNZ,ZSWZ,wenzhou_longwan_international_airport,wenzhou__zhejiang__china
WOA,,wonenara_airport[dapi],wonenara__papua_new_guinea
WOE,EHWO,woensdrecht_air_base,bergen_op_zoom__netherlands
WOK,SVUQ,uonquén_airport[dapi],uonquén__venezuela
WOL,YWOL,shellharbour_airport,shellharbour__new_south_wales__australia
WON,YWDL,wondoola_airport[dapi],wondoola__queensland__australia
WOR,,moramba_airport[dapi],ankorefo__madagascar
WOS,ZKWS,wonsan_kalma_international_airport[dapi],wonsan__north_korea
WOT,RCWA,wang-an_airport,wang'an__taiwan
WOW,PAUO,willow_airport_(faa:_uuo),willow__alaska__united_states
WPA,SCAS,cabo_juan_román_airfield,puerto_aisén__chile
WPB,FMNG,port_bergé_airport,boriziny_(port_bergé)__madagascar
WPC,CZPC,pincher_creek_airport,pincher_creek__alberta__canada
WPK,YWMP,wrotham_park_airport[dapi],wrotham_park__queensland__australia
WPL,,powell_lake_water_aerodrome[dapi]_(tc:_caqdapi),powell_river__british_columbia__canada
WPM,AYXP,wipim_airport[dapi],wipim__papua_new_guinea
WPO,,north_fork_valley_airport_(faa:_dapivdapi),paonia__colorado__united_states
WPR,SCFM,capitán_fuentes_martínez_airport[dapi],porvenir__chile
WPU,SCGZ,guardiamarina_zañartu_airport[dapi],puerto_williams__chile
WRA,HAWR,warder_airport[dapi],werder_(warder)__ethiopia
WRB,KWRB,robins_air_force_base,warner_robins__georgia__united_states
WRE,NZWR,whangarei_airport,whangarei__new_zealand
WRG,PAWG,wrangell_airport,wrangell__alaska__united_states
WRI,KWRI,mcguire_air_force_base,wrightstown__new_jersey__united_states
WRL,KWRL,worland_municipal_airport,worland__wyoming__united_states
WRN,YWDG,windarling_airport,windarling__western_australia__australia
WRO,EPWR,copernicus_airport_wrocław,wrocław__poland
WRT,EGNO,warton_aerodrome,warton__england__united_kingdom
WRW,YWWG,warrawagine_airport[dapi],warrawagine_station__western_australia__australia
WRY,EGEW,westray_airport[dapi],westray__scotland__united_kingdom
WRZ,VCCW,weerawila_airport,weerawila__sri_lanka
WSA,,wasua_airport[dapi],wasua__papua_new_guinea
WSB,,steamboat_bay_seaplane_base[dapi],steamboat_bay__alaska__united_states
WSD,KWSD,condron_army_airfield,white_sands__new_mexico__united_states
WSF,PACS,cape_sarichef_airport[dapi]_(faa:_dapidapiak),cape_sarichef__alaska__united_states
WSG,KAFJ,washington_county_airport_(faa:_afj),washington__pennsylvania__united_states
WSH,KHWV,brookhaven_airport_(faa:_hwv),shirley__new_york__united_states
WSK,ZUWS,chongqing_wushan_airport,wushan__chongqing__china
WSM,,wiseman_airport,wiseman__alaska__united_states
WSN,PFWS,south_naknek_airport,south_naknek__alaska__united_states
WSO,SMWS,washabo_airport,washabo_(wasjabo)__suriname
WSP,MNWP,waspam_airport,waspam__nicaragua
WSR,WASW,wasior_airport[dapi],wasior__indonesia
WST,KWST,westerly_state_airport,westerly__rhode_island__united_states
WSU,,wasu_airport[dapi],wasu__papua_new_guinea
WSX,,westsound_seaplane_base[dapi]_(faa:_wadapidapi),west_sound__washington__united_states
WSY,YSHR[DAPI][DAPI],whitsunday_airport,airlie_beach_/_shute_harbour__queensland__australia
WSZ,NZWS,westport_airport,westport__new_zealand
WTA,FMMU,tambohorano_airport,tambohorano__madagascar
WTB,YBWW,toowoomba_wellcamp_airport,toowoomba__queensland__australia
WTD,MYGW,west_end_airport,west_end__grand_bahama__bahamas
WTE,,wotje_airport_(faa:_ndapidapi),wotje_atoll__marshall_islands
WTK,PAWN,noatak_airport,noatak__alaska__united_states
WTL,,tuntutuliak_airport_(faa:_adapidapi),tuntutuliak__alaska__united_states
WTN,EGXW,raf_waddington[dapi],waddington__england__united_kingdom
WTO,,wotho_airport,wotho_atoll__marshall_islands
WTP,AYWT,woitape_airport[dapi],woitape__papua_new_guinea
WTR,,whiteriver_airport_(faa:_edapidapi),whiteriver__arizona__united_states
WTS,FMMX,tsiroanomandidy_airport,tsiroanomandidy__madagascar
WTT,,wantoat_airport[dapi],wantoat__papua_new_guinea
WTZ,NZWT,whitianga_aerodrome[dapi],whitianga__new_zealand
WUA,ZBUH,wuhai_airport,wuhai__inner_mongolia__china
WUD,YWUD,wudinna_airport[dapi],wudinna__south_australia__australia
WUG,AYWU,wau_airport[dapi],wau__papua_new_guinea
WUH,ZHHH,wuhan_tianhe_international_airport,wuhan__hubei__china
WUI,YMMI,murrin_murrin_airport,murrin_murrin__western_australia__australia
WUM,,wasum_airport[dapi],wasum__papua_new_guinea
WUN,YWLU,wiluna_airport[dapi],wiluna__western_australia__australia
WUS,ZSWY,wuyishan_airport,wuyishan__fujian__china
WUT,ZBXZ,xinzhou_wutaishan_airport[dapi],xinzhou__shanxi__china
WUU,HSWW,wau_airport,wau__south_sudan
WUV,,wuvulu_island_airport[dapi],wuvulu_island__papua_new_guinea
WUX,ZSWX,sunan_shuofang_international_airport,wuxi_/_suzhou__jiangsu__china
WUZ,,wuzhou_xijiang_airport,wuzhou__guangxi__china
WVB,FYWB,walvis_bay_airport,walvis_bay__namibia
WVI,KWVI,watsonville_municipal_airport,watsonville__california__united_states
WVK,FMSK,manakara_airport[dapi],manakara__madagascar
WVL,KWVL,waterville_robert_lafleur_airport,waterville__maine__united_states
WVN,EDWI,jadeweserairport,wilhelmshaven__lower_saxony__germany
WWA,PAWS,wasilla_airport_(faa:_iys),wasilla__alaska__united_states
WWD,KWWD,cape_may_airport,wildwood__new_jersey__united_states
WWI,YWWI,woodie_woodie_airport[dapi],woodie_woodie__western_australia__australia
WWK,AYWK,wewak_airport[dapi],wewak__papua_new_guinea
WWP,,north_whale_seaplane_base_(faa:_dapidapiz),whale_pass__alaska__united_states
WWR,KWWR,west_woodward_airport,woodward__oklahoma__united_states
WWT,PAEW,newtok_airport_(faa:_ewu),newtok__alaska__united_states
WWY,YWWL,west_wyalong_airport,west_wyalong__new_south_wales__australia
WXN,ZUWX,wanzhou_wuqiao_airport,wanzhou__chongqing__china
WYA,YWHA,whyalla_airport,whyalla__south_australia__australia
WYB,,yes_bay_lodge_seaplane_base_(faa:_dapidapik),yes_bay__alaska__united_states
WYE,GFYE,yengema_airport,yengema__sierra_leone
WYN,YWYM,wyndham_airport[dapi],wyndham__western_australia__australia
WYS,KWYS,yellowstone_airport,west_yellowstone__montana__united_states
WZA,DGLW,wa_airport,wa__upper_west_region__ghana
WZQ,,urad_middle_banner_airport[dapi],urad_middle_banner__inner_mongolia__china
